MonsterTypeId,HitPoints,CritRate,ActionPoints,MovePoints,InitBonus,MaxTalentCount,FlankAllowance,SightDistance,DetectDistance,ShotLimit,EffectId,WeaponTypeId,ArmorTypeId,_comment
30050,340,32,40,20,6,1,93,18,10,3,,20010,22010,PG 30040 Advance NX PL 11  eff:0  armour:guard-standard weapon:guard-rifle
30051,360,34,40,20,6,1,97,18,10,3,,20011,22011,PG 30040 Advance NX PL 12  eff:0  armour:guard-standard weapon:guard-rifle
30052,380,37,40,20,7,1,100,18,10,4,,20012,22012,PG 30040 Advance NX PL 13  eff:0  armour:guard-standard weapon:guard-rifle
30053,400,39,40,20,7,1,103,18,10,4,,20013,22013,PG 30040 Advance NX PL 14  eff:0  armour:guard-standard weapon:guard-rifle
30054,420,41,40,20,8,1,107,18,10,4,,20014,22014,PG 30040 Advance NX PL 15  eff:0  armour:guard-standard weapon:guard-rifle
30055,440,43,40,20,8,1,110,18,10,4,,20015,22015,PG 30040 Advance NX PL 16  eff:0  armour:guard-standard weapon:guard-rifle
30056,470,46,40,20,9,1,113,18,10,5,,20016,22016,PG 30040 Advance NX PL 17  eff:0  armour:guard-standard weapon:guard-rifle
30057,500,48,40,20,9,1,117,18,10,5,,20017,22017,PG 30040 Advance NX PL 18  eff:0  armour:guard-standard weapon:guard-rifle
30058,530,50,40,20,10,1,120,18,10,5,,20018,22018,PG 30040 Advance NX PL 19  eff:0  armour:guard-standard weapon:guard-rifle
30059,560,52,40,20,11,1,123,18,10,5,,20019,22019,PG 30040 Advance NX PL 20  eff:0  armour:guard-standard weapon:guard-rifle
30060,250,20,40,20,1,2,90,18,10,1,,900170,901000,PG 30060 Moonshot DIV PL 1  eff:0  armour:adaptive weapon:sniper6
30061,270,21,40,20,1,2,100,18,10,1,,900171,901001,PG 30060 Moonshot DIV PL 2  eff:0  armour:adaptive weapon:sniper6
30062,280,22,40,20,2,2,110,18,10,1,,900172,901002,PG 30060 Moonshot DIV PL 3  eff:0  armour:adaptive weapon:sniper6
30063,290,23,40,20,2,2,120,18,10,1,,900173,901003,PG 30060 Moonshot DIV PL 4  eff:0  armour:adaptive weapon:sniper6
30064,300,24,40,20,3,2,130,18,10,1,,900174,901004,PG 30060 Moonshot DIV PL 5  eff:0  armour:adaptive weapon:sniper6
30065,320,25,40,20,4,2,140,18,10,2,,900175,901005,PG 30060 Moonshot DIV PL 6  eff:0  armour:adaptive weapon:sniper6
30066,340,26,40,20,5,2,150,18,10,2,,900176,901006,PG 30060 Moonshot DIV PL 7  eff:0  armour:adaptive weapon:sniper6
30067,360,27,40,20,6,2,160,18,10,2,,900177,901007,PG 30060 Moonshot DIV PL 8  eff:0  armour:adaptive weapon:sniper6
30068,380,28,40,20,6,2,170,18,10,2,,900178,901008,PG 30060 Moonshot DIV PL 9  eff:0  armour:adaptive weapon:sniper6
30069,400,29,40,20,7,2,180,18,10,2,,900179,901009,PG 30060 Moonshot DIV PL 10  eff:0  armour:adaptive weapon:sniper6
30070,420,30,40,20,8,2,190,18,10,2,,900000,901010,PG 30060 Moonshot DIV PL 11  eff:0  armour:adaptive weapon:sniper6
30071,450,31,40,20,8,2,200,18,10,2,,900001,901011,PG 30060 Moonshot DIV PL 12  eff:0  armour:adaptive weapon:sniper6
30072,480,32,40,20,9,2,210,18,10,2,,900002,901012,PG 30060 Moonshot DIV PL 13  eff:0  armour:adaptive weapon:sniper6
30073,510,33,40,20,10,2,220,18,10,2,,900003,901013,PG 30060 Moonshot DIV PL 14  eff:0  armour:adaptive weapon:sniper6
30074,540,34,40,20,10,2,230,18,10,3,,900004,901014,PG 30060 Moonshot DIV PL 15  eff:0  armour:adaptive weapon:sniper6
30075,570,35,40,20,11,2,240,18,10,3,,900005,901015,PG 30060 Moonshot DIV PL 16  eff:0  armour:adaptive weapon:sniper6
30076,600,36,40,20,12,2,250,18,10,3,,900006,901016,PG 30060 Moonshot DIV PL 17  eff:0  armour:adaptive weapon:sniper6
30077,640,37,40,20,12,2,260,18,10,3,,900007,901017,PG 30060 Moonshot DIV PL 18  eff:0  armour:adaptive weapon:sniper6
30078,680,38,40,20,13,2,270,18,10,3,,900008,901018,PG 30060 Moonshot DIV PL 19  eff:0  armour:adaptive weapon:sniper6
30079,720,39,40,20,14,2,280,18,10,3,,900009,901019,PG 30060 Moonshot DIV PL 20  eff:0  armour:adaptive weapon:sniper6
30080,448,15,40,30,2,2,90,20,10,1,64149,23070,901020,PG 30080 Field Exec PL 1  eff:64149  armour:heavy weapon:high-dmg-ar
30081,518,17,40,30,2,2,90,20,10,1,64149,23071,901021,PG 30080 Field Exec PL 2  eff:64149  armour:heavy weapon:high-dmg-ar
30082,600,19,40,30,3,2,90,20,10,1,64149,23072,901022,PG 30080 Field Exec PL 3  eff:64149  armour:heavy weapon:high-dmg-ar
30083,700,21,40,30,3,3,90,20,10,2,64149,23073,901023,PG 30080 Field Exec PL 4  eff:64149  armour:heavy weapon:high-dmg-ar
30084,800,23,40,30,4,3,90,20,10,2,64149,23074,901024,PG 30080 Field Exec PL 5  eff:64149  armour:heavy weapon:high-dmg-ar
30085,912,25,40,30,4,4,90,20,10,2,64149,23075,901025,PG 30080 Field Exec PL 6  eff:64149  armour:heavy weapon:high-dmg-ar
30086,1038,30,40,30,5,4,90,20,10,2,64149,23076,901026,PG 30080 Field Exec PL 7  eff:64149  armour:heavy weapon:high-dmg-ar
30087,1188,35,40,30,6,4,90,20,10,3,64149,23077,901027,PG 30080 Field Exec PL 8  eff:64149  armour:heavy weapon:high-dmg-ar
30088,1350,40,40,30,7,4,90,20,10,3,64149,23078,901028,PG 30080 Field Exec PL 9  eff:64149  armour:heavy weapon:high-dmg-ar
30089,1538,45,40,30,7,4,90,20,10,3,64149,23079,901029,PG 30080 Field Exec PL 10  eff:64149  armour:heavy weapon:high-dmg-ar
30090,1725,48,40,30,8,4,90,20,10,3,64149,900060,901030,PG 30080 Field Exec PL 11  eff:64149  armour:heavy weapon:high-dmg-ar
30091,1938,52,40,30,8,4,90,20,10,3,64149,900061,901031,PG 30080 Field Exec PL 12  eff:64149  armour:heavy weapon:high-dmg-ar
30092,2175,55,40,30,9,5,90,20,10,4,64149,900062,901032,PG 30080 Field Exec PL 13  eff:64149  armour:heavy weapon:high-dmg-ar
30093,2438,58,40,30,9,5,90,20,10,4,64149,900063,901033,PG 30080 Field Exec PL 14  eff:64149  armour:heavy weapon:high-dmg-ar
30094,2725,62,40,30,10,5,90,20,10,4,64149,900064,901034,PG 30080 Field Exec PL 15  eff:64149  armour:heavy weapon:high-dmg-ar
30095,3050,65,40,30,10,5,90,20,10,4,64149,900065,901035,PG 30080 Field Exec PL 16  eff:64149  armour:heavy weapon:high-dmg-ar
30096,3412,68,40,30,11,6,90,20,10,5,64149,900066,901036,PG 30080 Field Exec PL 17  eff:64149  armour:heavy weapon:high-dmg-ar
30097,3825,72,40,30,11,6,90,20,10,5,64149,900067,901037,PG 30080 Field Exec PL 18  eff:64149  armour:heavy weapon:high-dmg-ar
30098,4288,75,40,30,12,6,90,20,10,5,64149,900068,901038,PG 30080 Field Exec PL 19  eff:64149  armour:heavy weapon:high-dmg-ar
30099,4800,78,40,30,13,6,90,20,10,5,64149,900069,901039,PG 30080 Field Exec PL 20  eff:64149  armour:heavy weapon:high-dmg-ar
30100,360,15,40,10,1,2,90,20,10,1,64146,900160,901060,PG 30100 J7 Mecha PL 1  eff:64146  armour:drone-infantry weapon:blade5
30101,396,17,40,10,1,2,90,20,10,1,64146,900161,901061,PG 30100 J7 Mecha PL 2  eff:64146  armour:drone-infantry weapon:blade5
30102,432,19,40,10,2,2,90,20,10,1,64146,900162,901062,PG 30100 J7 Mecha PL 3  eff:64146  armour:drone-infantry weapon:blade5
30103,477,21,40,20,2,2,90,20,10,2,64146,900163,901063,PG 30100 J7 Mecha PL 4  eff:64146  armour:drone-infantry weapon:blade5
30104,522,23,40,20,3,3,90,20,10,2,64146,900164,901064,PG 30100 J7 Mecha PL 5  eff:64146  armour:drone-infantry weapon:blade5
30105,585,25,40,20,4,3,90,20,10,2,64146,900165,901065,PG 30100 J7 Mecha PL 6  eff:64146  armour:drone-infantry weapon:blade5
30106,657,30,40,20,5,3,90,20,10,2,64146,900166,901066,PG 30100 J7 Mecha PL 7  eff:64146  armour:drone-infantry weapon:blade5
30107,738,35,40,30,6,3,90,20,10,3,64146,900167,901067,PG 30100 J7 Mecha PL 8  eff:64146  armour:drone-infantry weapon:blade5
30108,828,40,40,30,6,4,90,20,10,3,64146,900168,901068,PG 30100 J7 Mecha PL 9  eff:64146  armour:drone-infantry weapon:blade5
30109,927,45,40,30,7,4,90,20,10,3,64146,900169,901069,PG 30100 J7 Mecha PL 10  eff:64146  armour:drone-infantry weapon:blade5
30110,999,48,40,30,8,4,90,20,10,3,64146,900010,901070,PG 30100 J7 Mecha PL 11  eff:64146  armour:drone-infantry weapon:blade5
30111,1080,52,40,30,8,4,90,20,10,3,64146,900011,901071,PG 30100 J7 Mecha PL 12  eff:64146  armour:drone-infantry weapon:blade5
30112,1170,55,40,40,9,5,90,20,10,4,64146,900012,901072,PG 30100 J7 Mecha PL 13  eff:64146  armour:drone-infantry weapon:blade5
30113,1260,58,40,40,10,5,90,20,10,4,64146,900013,901073,PG 30100 J7 Mecha PL 14  eff:64146  armour:drone-infantry weapon:blade5
30114,1359,62,40,40,10,5,90,20,10,4,64146,900014,901074,PG 30100 J7 Mecha PL 15  eff:64146  armour:drone-infantry weapon:blade5
30115,1467,65,40,40,11,5,90,20,10,4,64146,900015,901075,PG 30100 J7 Mecha PL 16  eff:64146  armour:drone-infantry weapon:blade5
30116,1584,68,40,50,12,6,90,20,10,5,64146,900016,901076,PG 30100 J7 Mecha PL 17  eff:64146  armour:drone-infantry weapon:blade5
30117,1710,72,40,50,12,6,90,20,10,5,64146,900017,901077,PG 30100 J7 Mecha PL 18  eff:64146  armour:drone-infantry weapon:blade5
30118,1845,75,40,50,13,6,90,20,10,5,64146,900018,901078,PG 30100 J7 Mecha PL 19  eff:64146  armour:drone-infantry weapon:blade5
30119,1989,78,40,50,14,6,90,20,10,5,64146,900019,901079,PG 30100 J7 Mecha PL 20  eff:64146  armour:drone-infantry weapon:blade5
30120,250,10,40,20,0,1,90,18,10,1,,23130,901000,PG 30120 J4 FireCOM PL 1  eff:0  armour:adaptive weapon:jfam
30121,297,12,40,20,1,1,90,18,10,1,,23131,901001,PG 30120 J4 FireCOM PL 2  eff:0  armour:adaptive weapon:jfam
30122,322,14,40,20,1,1,95,18,10,1,,23132,901002,PG 30120 J4 FireCOM PL 3  eff:0  armour:adaptive weapon:jfam
30123,362,16,40,20,2,1,95,18,10,2,,23133,901003,PG 30120 J4 FireCOM PL 4  eff:0  armour:adaptive weapon:jfam
30124,375,18,40,20,3,1,100,18,10,2,,23134,901004,PG 30120 J4 FireCOM PL 5  eff:0  armour:adaptive weapon:jfam
30125,400,20,40,20,3,1,100,18,10,2,,23135,901005,PG 30120 J4 FireCOM PL 6  eff:0  armour:adaptive weapon:jfam
30126,425,22,40,20,4,1,105,18,10,2,,23136,901006,PG 30120 J4 FireCOM PL 7  eff:0  armour:adaptive weapon:jfam
30127,450,24,40,20,4,1,105,18,10,3,,23137,901007,PG 30120 J4 FireCOM PL 8  eff:0  armour:adaptive weapon:jfam
30128,475,26,40,20,4,1,110,18,10,3,,23138,901008,PG 30120 J4 FireCOM PL 9  eff:0  armour:adaptive weapon:jfam
30129,500,30,40,20,5,1,115,18,10,3,,23139,901009,PG 30120 J4 FireCOM PL 10  eff:0  armour:adaptive weapon:jfam
30130,525,32,40,20,6,1,118,18,10,3,,23140,901010,PG 30120 J4 FireCOM PL 11  eff:0  armour:adaptive weapon:jfam
30131,562,34,40,20,6,1,121,18,10,3,,23141,901011,PG 30120 J4 FireCOM PL 12  eff:0  armour:adaptive weapon:jfam
30132,600,37,40,20,7,1,123,18,10,4,,23142,901012,PG 30120 J4 FireCOM PL 13  eff:0  armour:adaptive weapon:jfam
30133,638,39,40,20,7,1,126,18,10,4,,23143,901013,PG 30120 J4 FireCOM PL 14  eff:0  armour:adaptive weapon:jfam
30134,675,41,40,20,8,1,129,18,10,4,,23144,901014,PG 30120 J4 FireCOM PL 15  eff:0  armour:adaptive weapon:jfam
30135,712,43,40,20,8,1,132,18,10,4,,23145,901015,PG 30120 J4 FireCOM PL 16  eff:0  armour:adaptive weapon:jfam
30136,750,46,40,20,9,1,134,18,10,5,,23146,901016,PG 30120 J4 FireCOM PL 17  eff:0  armour:adaptive weapon:jfam
30137,800,48,40,20,9,1,137,18,10,5,,23147,901017,PG 30120 J4 FireCOM PL 18  eff:0  armour:adaptive weapon:jfam
30138,850,50,40,20,10,1,140,18,10,5,,23148,901018,PG 30120 J4 FireCOM PL 19  eff:0  armour:adaptive weapon:jfam
30139,900,52,40,20,11,1,143,18,10,5,,23149,901019,PG 30120 J4 FireCOM PL 20  eff:0  armour:adaptive weapon:jfam
30140,324,20,40,20,2,2,120,18,10,1,64158,21001,901000,PG 30140 J2 Anchor PL 1  eff:64158  armour:adaptive weapon:revolver
30141,351,21,40,20,2,2,120,18,10,1,64158,21002,901001,PG 30140 J2 Anchor PL 2  eff:64158  armour:adaptive weapon:revolver
30142,378,22,40,20,3,2,120,18,10,1,64158,21003,901002,PG 30140 J2 Anchor PL 3  eff:64158  armour:adaptive weapon:revolver
30143,405,23,40,20,3,2,130,18,10,1,64158,21004,901003,PG 30140 J2 Anchor PL 4  eff:64158  armour:adaptive weapon:revolver
30144,432,24,40,30,4,2,130,18,10,1,64158,21005,901004,PG 30140 J2 Anchor PL 5  eff:64158  armour:adaptive weapon:revolver
30145,472,25,40,30,4,2,140,18,10,2,64158,21006,901005,PG 30140 J2 Anchor PL 6  eff:64158  armour:adaptive weapon:revolver
30146,513,26,40,30,5,2,140,18,10,2,64158,21007,901006,PG 30140 J2 Anchor PL 7  eff:64158  armour:adaptive weapon:revolver
30147,554,27,40,30,6,2,160,18,10,2,64158,21008,901007,PG 30140 J2 Anchor PL 8  eff:64158  armour:adaptive weapon:revolver
30148,608,28,40,30,7,2,160,18,10,3,64158,21009,901008,PG 30140 J2 Anchor PL 9  eff:64158  armour:adaptive weapon:revolver
30149,675,29,40,30,7,2,180,18,10,3,64158,21010,901009,PG 30140 J2 Anchor PL 10  eff:64158  armour:adaptive weapon:revolver
30150,729,30,40,30,8,2,187,18,10,3,64158,21011,901010,PG 30140 J2 Anchor PL 11  eff:64158  armour:adaptive weapon:revolver
30151,783,31,40,30,8,2,193,18,10,3,64158,21012,901011,PG 30140 J2 Anchor PL 12  eff:64158  armour:adaptive weapon:revolver
30152,850,32,40,30,9,2,200,18,10,4,64158,21013,901012,PG 30140 J2 Anchor PL 13  eff:64158  armour:adaptive weapon:revolver
30153,918,33,40,30,9,2,207,18,10,4,64158,21014,901013,PG 30140 J2 Anchor PL 14  eff:64158  armour:adaptive weapon:revolver
30154,986,34,40,40,10,2,213,18,10,4,64158,21015,901014,PG 30140 J2 Anchor PL 15  eff:64158  armour:adaptive weapon:revolver
30155,1066,35,40,40,10,2,220,18,10,4,64158,21016,901015,PG 30140 J2 Anchor PL 16  eff:64158  armour:adaptive weapon:revolver
30156,1148,36,40,40,11,2,227,18,10,5,64158,21017,901016,PG 30140 J2 Anchor PL 17  eff:64158  armour:adaptive weapon:revolver
30157,1242,37,40,40,11,2,233,18,10,5,64158,21018,901017,PG 30140 J2 Anchor PL 18  eff:64158  armour:adaptive weapon:revolver
30158,1336,38,40,40,12,2,240,18,10,5,64158,21019,901018,PG 30140 J2 Anchor PL 19  eff:64158  armour:adaptive weapon:revolver
30159,1444,39,40,40,13,2,247,18,10,5,64158,21020,901019,PG 30140 J2 Anchor PL 20  eff:64158  armour:adaptive weapon:revolver
30160,250,10,40,20,1,3,90,22,10,1,,23130,901020,PG 30160 J3 Extinguisher PL 1  eff:0  armour:heavy weapon:jfam
30161,270,12,40,20,1,3,90,22,10,1,,23131,901021,PG 30160 J3 Extinguisher PL 2  eff:0  armour:heavy weapon:jfam
30162,280,14,40,20,2,3,95,22,10,1,,23132,901022,PG 30160 J3 Extinguisher PL 3  eff:0  armour:heavy weapon:jfam
30163,290,16,40,20,2,3,95,22,10,2,,23133,901023,PG 30160 J3 Extinguisher PL 4  eff:0  armour:heavy weapon:jfam
30164,300,18,40,20,3,3,100,22,10,2,,23134,901024,PG 30160 J3 Extinguisher PL 5  eff:0  armour:heavy weapon:jfam
30165,320,20,40,20,4,3,100,22,10,2,,23135,901025,PG 30160 J3 Extinguisher PL 6  eff:0  armour:heavy weapon:jfam
30166,340,22,40,20,5,3,105,22,10,2,,23136,901026,PG 30160 J3 Extinguisher PL 7  eff:0  armour:heavy weapon:jfam
30167,360,24,40,20,6,3,105,22,10,3,,23137,901027,PG 30160 J3 Extinguisher PL 8  eff:0  armour:heavy weapon:jfam
30168,380,26,40,20,6,3,110,22,10,3,,23138,901028,PG 30160 J3 Extinguisher PL 9  eff:0  armour:heavy weapon:jfam
30169,400,30,40,20,7,3,115,22,10,3,,23139,901029,PG 30160 J3 Extinguisher PL 10  eff:0  armour:heavy weapon:jfam
30170,420,32,40,20,8,3,118,22,10,3,,23140,901030,PG 30160 J3 Extinguisher PL 11  eff:0  armour:heavy weapon:jfam
30171,450,34,40,20,8,3,121,22,10,3,,23141,901031,PG 30160 J3 Extinguisher PL 12  eff:0  armour:heavy weapon:jfam
30172,480,37,40,20,9,3,123,22,10,4,,23142,901032,PG 30160 J3 Extinguisher PL 13  eff:0  armour:heavy weapon:jfam
30173,510,39,40,20,10,3,126,22,10,4,,23143,901033,PG 30160 J3 Extinguisher PL 14  eff:0  armour:heavy weapon:jfam
30174,540,41,40,20,10,3,129,22,10,4,,23144,901034,PG 30160 J3 Extinguisher PL 15  eff:0  armour:heavy weapon:jfam
30175,570,43,40,20,11,3,132,22,10,4,,23145,901035,PG 30160 J3 Extinguisher PL 16  eff:0  armour:heavy weapon:jfam
30176,600,46,40,20,12,3,134,22,10,5,,23146,901036,PG 30160 J3 Extinguisher PL 17  eff:0  armour:heavy weapon:jfam
30177,640,48,40,20,12,3,137,22,10,5,,23147,901037,PG 30160 J3 Extinguisher PL 18  eff:0  armour:heavy weapon:jfam
30178,680,50,40,20,13,3,140,22,10,5,,23148,901038,PG 30160 J3 Extinguisher PL 19  eff:0  armour:heavy weapon:jfam
30179,720,52,40,20,14,3,143,22,10,5,,23149,901039,PG 30160 J3 Extinguisher PL 20  eff:0  armour:heavy weapon:jfam
40000,200,10,40,20,0,1,60,18,10,1,,20000,22000,PG 40000 WB Guard PL 1  eff:0  armour:guard-standard weapon:guard-rifle
40001,210,12,40,20,1,1,65,18,10,1,,20001,22001,PG 40000 WB Guard PL 2  eff:0  armour:guard-standard weapon:guard-rifle
40002,220,14,40,20,1,1,70,18,10,1,,20002,22002,PG 40000 WB Guard PL 3  eff:0  armour:guard-standard weapon:guard-rifle
40003,230,16,40,20,2,1,75,18,10,1,,20003,22003,PG 40000 WB Guard PL 4  eff:0  armour:guard-standard weapon:guard-rifle
40004,240,18,40,20,3,1,80,18,10,2,,20004,22004,PG 40000 WB Guard PL 5  eff:0  armour:guard-standard weapon:guard-rifle
40005,250,20,40,20,3,1,86,18,10,2,,20005,22005,PG 40000 WB Guard PL 6  eff:0  armour:guard-standard weapon:guard-rifle
40006,240,20,40,20,2,2,120,18,10,1,64158,21001,901020,PG 40001 WB Captain PL 1  eff:64158  armour:heavy weapon:revolver
40007,260,21,40,20,2,2,120,18,10,1,64158,21002,901021,PG 40001 WB Captain PL 2  eff:64158  armour:heavy weapon:revolver
40008,280,22,40,20,3,2,120,18,10,1,64158,21003,901022,PG 40001 WB Captain PL 3  eff:64158  armour:heavy weapon:revolver
40009,300,23,40,20,3,2,130,18,10,1,64158,21004,901023,PG 40001 WB Captain PL 4  eff:64158  armour:heavy weapon:revolver
40010,320,24,40,30,4,2,130,18,10,1,64158,21005,901024,PG 40001 WB Captain PL 5  eff:64158  armour:heavy weapon:revolver
40011,350,25,40,30,4,2,140,18,10,2,64158,21006,901025,PG 40001 WB Captain PL 6  eff:64158  armour:heavy weapon:revolver
40012,250,20,40,20,1,1,90,18,10,1,,22000,901000,PG 40002 WB Assault PL 1  eff:0  armour:adaptive weapon:shotgun
40013,270,23,40,20,1,1,90,18,10,1,,22001,901001,PG 40002 WB Assault PL 2  eff:0  armour:adaptive weapon:shotgun
40014,280,26,40,20,2,1,95,18,10,1,,22002,901002,PG 40002 WB Assault PL 3  eff:0  armour:adaptive weapon:shotgun
40015,290,29,40,20,2,1,95,18,10,1,,22003,901003,PG 40002 WB Assault PL 4  eff:0  armour:adaptive weapon:shotgun
40016,300,32,40,20,3,1,100,18,10,1,,22004,901004,PG 40002 WB Assault PL 5  eff:0  armour:adaptive weapon:shotgun
40017,320,35,40,20,4,1,100,18,10,2,,22005,901005,PG 40002 WB Assault PL 6  eff:0  armour:adaptive weapon:shotgun
40018,340,38,40,20,5,1,105,18,10,2,,22006,901006,PG 40002 WB Assault PL 7  eff:0  armour:adaptive weapon:shotgun
40019,360,40,40,20,6,1,105,18,10,2,,22007,901007,PG 40002 WB Assault PL 8  eff:0  armour:adaptive weapon:shotgun
40020,380,40,40,20,6,1,110,18,10,2,,22008,901008,PG 40002 WB Assault PL 9  eff:0  armour:adaptive weapon:shotgun
40021,400,40,40,20,7,1,115,18,10,2,,22009,901009,PG 40002 WB Assault PL 10  eff:0  armour:adaptive weapon:shotgun
40022,380,26,40,30,5,2,140,18,10,2,64158,21007,901026,PG 40001 WB Captain PL 7  eff:64158  armour:heavy weapon:revolver
40023,410,27,40,30,6,2,160,18,10,2,64158,21008,901027,PG 40001 WB Captain PL 8  eff:64158  armour:heavy weapon:revolver
40024,450,28,40,30,7,2,160,18,10,3,64158,21009,901028,PG 40001 WB Captain PL 9  eff:64158  armour:heavy weapon:revolver
40025,500,29,40,30,7,2,180,18,10,3,64158,21010,901029,PG 40001 WB Captain PL 10  eff:64158  armour:heavy weapon:revolver
40026,270,22,40,20,4,1,90,18,10,2,,20006,22006,PG 40000 WB Guard PL 7  eff:0  armour:guard-standard weapon:guard-rifle
40027,290,24,40,20,4,1,90,18,10,3,,20007,22007,PG 40000 WB Guard PL 8  eff:0  armour:guard-standard weapon:guard-rifle
40028,310,26,40,20,4,1,90,18,10,3,,20008,22008,PG 40000 WB Guard PL 9  eff:0  armour:guard-standard weapon:guard-rifle
40029,330,30,40,20,5,1,90,18,10,3,,20009,22009,PG 40000 WB Guard PL 10  eff:0  armour:guard-standard weapon:guard-rifle
40030,250,10,40,20,0,1,90,18,10,1,,23030,901000,PG 40003 WB FireCOM PL 1  eff:0  armour:adaptive weapon:bullpup
40031,270,12,40,20,1,1,90,18,10,1,,23031,901001,PG 40003 WB FireCOM PL 2  eff:0  armour:adaptive weapon:bullpup
40032,280,14,40,20,1,1,95,18,10,1,,23032,901002,PG 40003 WB FireCOM PL 3  eff:0  armour:adaptive weapon:bullpup
40033,290,16,40,20,2,1,95,18,10,1,,23033,901003,PG 40003 WB FireCOM PL 4  eff:0  armour:adaptive weapon:bullpup
40034,300,18,40,20,3,1,100,18,10,2,,23034,901004,PG 40003 WB FireCOM PL 5  eff:0  armour:adaptive weapon:bullpup
40035,320,20,40,20,3,1,100,18,10,2,,23035,901005,PG 40003 WB FireCOM PL 6  eff:0  armour:adaptive weapon:bullpup
40036,340,22,40,20,4,1,105,18,10,2,,23036,901006,PG 40003 WB FireCOM PL 7  eff:0  armour:adaptive weapon:bullpup
40037,360,24,40,20,4,1,105,18,10,3,,23037,901007,PG 40003 WB FireCOM PL 8  eff:0  armour:adaptive weapon:bullpup
40038,380,26,40,20,4,1,110,18,10,3,,23038,901008,PG 40003 WB FireCOM PL 9  eff:0  armour:adaptive weapon:bullpup
40039,400,30,40,20,5,1,115,18,10,3,,23039,901009,PG 40003 WB FireCOM PL 10  eff:0  armour:adaptive weapon:bullpup
40040,400,20,40,30,2,2,120,20,10,1,64149,21001,22400,PG 40040 Braun Rook PL 1  eff:64149  armour:superheavy weapon:revolver
40041,450,21,40,30,2,2,120,20,10,1,64149,21002,22401,PG 40040 Braun Rook PL 2  eff:64149  armour:superheavy weapon:revolver
40042,500,22,40,30,3,2,120,20,10,1,64149,21003,22402,PG 40040 Braun Rook PL 3  eff:64149  armour:superheavy weapon:revolver
40043,560,23,40,30,3,3,130,20,10,1,64149,21004,22403,PG 40040 Braun Rook PL 4  eff:64149  armour:superheavy weapon:revolver
40044,640,24,40,30,4,3,130,20,10,1,64149,21005,22404,PG 40040 Braun Rook PL 5  eff:64149  armour:superheavy weapon:revolver
40045,730,25,40,30,4,4,140,20,10,2,64149,21006,22405,PG 40040 Braun Rook PL 6  eff:64149  armour:superheavy weapon:revolver
40046,830,26,40,30,5,4,140,20,10,2,64149,21007,22406,PG 40040 Braun Rook PL 7  eff:64149  armour:superheavy weapon:revolver
40047,950,27,40,30,6,4,160,20,10,2,64149,21008,22407,PG 40040 Braun Rook PL 8  eff:64149  armour:superheavy weapon:revolver
40048,1080,28,40,30,7,4,160,20,10,3,64149,21009,22408,PG 40040 Braun Rook PL 9  eff:64149  armour:superheavy weapon:revolver
40049,1230,29,40,30,7,4,180,20,10,3,64149,21010,22409,PG 40040 Braun Rook PL 10  eff:64149  armour:superheavy weapon:revolver
40100,200,10,40,20,0,1,60,18,10,1,,20000,22000,PG 40100 T-REX PL 1  eff:0  armour:guard-standard weapon:guard-rifle
40101,250,20,40,20,1,1,90,18,10,1,,22000,901000,PG 40101 T-Assault PL 1  eff:0  armour:adaptive weapon:shotgun
40102,240,20,40,20,2,2,120,18,10,1,64158,21001,901020,PG 40102 T-Capt PL 1  eff:64158  armour:heavy weapon:revolver
40103,210,12,40,20,1,1,65,18,10,1,,20001,22001,PG 40100 T-REX PL 2  eff:0  armour:guard-standard weapon:guard-rifle
40104,220,14,40,20,1,1,70,18,10,1,,20002,22002,PG 40100 T-REX PL 3  eff:0  armour:guard-standard weapon:guard-rifle
40105,230,16,40,20,2,1,75,18,10,1,,20003,22003,PG 40100 T-REX PL 4  eff:0  armour:guard-standard weapon:guard-rifle
40106,240,18,40,20,3,1,80,18,10,2,,20004,22004,PG 40100 T-REX PL 5  eff:0  armour:guard-standard weapon:guard-rifle
40107,250,20,40,20,3,1,86,18,10,2,,20005,22005,PG 40100 T-REX PL 6  eff:0  armour:guard-standard weapon:guard-rifle
40108,270,22,40,20,4,1,90,18,10,2,,20006,22006,PG 40100 T-REX PL 7  eff:0  armour:guard-standard weapon:guard-rifle
40109,290,24,40,20,4,1,90,18,10,3,,20007,22007,PG 40100 T-REX PL 8  eff:0  armour:guard-standard weapon:guard-rifle
40110,310,26,40,20,4,1,90,18,10,3,,20008,22008,PG 40100 T-REX PL 9  eff:0  armour:guard-standard weapon:guard-rifle
40111,330,30,40,20,5,1,90,18,10,3,,20009,22009,PG 40100 T-REX PL 10  eff:0  armour:guard-standard weapon:guard-rifle
40112,260,21,40,20,2,2,120,18,10,1,64158,21002,901021,PG 40102 T-Capt PL 2  eff:64158  armour:heavy weapon:revolver
40113,280,22,40,20,3,2,120,18,10,1,64158,21003,901022,PG 40102 T-Capt PL 3  eff:64158  armour:heavy weapon:revolver
40114,300,23,40,20,3,2,130,18,10,1,64158,21004,901023,PG 40102 T-Capt PL 4  eff:64158  armour:heavy weapon:revolver
40115,320,24,40,30,4,2,130,18,10,1,64158,21005,901024,PG 40102 T-Capt PL 5  eff:64158  armour:heavy weapon:revolver
40116,350,25,40,30,4,2,140,18,10,2,64158,21006,901025,PG 40102 T-Capt PL 6  eff:64158  armour:heavy weapon:revolver
