WeaponId,_clone,PowerLevel,Accuracy1,BallisticDamage1,PhysicalDamage1,PureDamage1,ActionPoints1,ArmorCritRate1,RecoilRate1,OptimalRangeA1,OptimalRangeB1,ShotVolume,FAShots,MaxRange,CritMultiBase,ReloadClipMax,AmmoUsed1,Accuracy2,BallisticDamage2,PhysicalDamage2,PureDamage2,ActionPoints2,ArmorCritRate2,RecoilRate2,OptimalRangeA2,OptimalRangeB2,_comment
900114,23129,15,79,599,0,0,20,46,8,12,31,45,10,30,0,0,1,70,417,,0,30,36,28,12,34,vtol-ar tier PL 15 (clone of 23129)
900115,23129,16,80,639,0,0,20,47,8,12,31,45,11,30,0,0,1,70,451,,0,30,37,28,12,35,vtol-ar tier PL 16 (clone of 23129)
900116,23129,17,81,682,0,0,20,48,8,12,32,45,11,30,0,0,1,70,489,,0,30,38,28,12,35,vtol-ar tier PL 17 (clone of 23129)
900117,23129,18,81,728,0,0,20,49,8,13,32,45,12,30,0,0,1,70,529,,0,30,39,28,13,36,vtol-ar tier PL 18 (clone of 23129)
900118,23129,19,82,778,0,0,20,50,8,13,32,45,12,30,0,0,1,70,572,,0,30,40,28,13,36,vtol-ar tier PL 19 (clone of 23129)
900119,23129,20,83,830,0,0,20,51,8,13,32,45,12,30,0,0,1,70,619,,0,30,41,28,13,36,vtol-ar tier PL 20 (clone of 23129)
23051,,2,65,128,0,0,20,15,8,4,16,30,7,20,0,0,1,65,64,,0,30,15,22,4,16,"whistlelit tier PL 2 - shipped row, retuned"
23052,,3,65,139,0,0,20,15,8,4,16,30,7,22,0,0,1,65,68,,0,30,15,22,4,16,"whistlelit tier PL 3 - shipped row, retuned"
23053,,4,68,150,0,0,20,20,8,4,16,30,8,22,0,0,1,68,71,,0,30,20,22,4,16,"whistlelit tier PL 4 - shipped row, retuned"
23054,,5,70,158,0,0,20,22,8,4,17,30,8,22,0,0,1,70,75,,0,30,25,22,4,17,"whistlelit tier PL 5 - shipped row, retuned"
23055,,6,70,165,0,0,20,24,8,4,17,30,9,24,0,0,1,70,79,,0,30,20,22,4,17,"whistlelit tier PL 6 - shipped row, retuned"
23056,,7,70,172,0,0,20,26,8,4,18,30,9,24,0,0,1,70,83,,0,30,20,22,4,18,"whistlelit tier PL 7 - shipped row, retuned"
23057,,8,72,180,0,0,20,28,8,4,19,30,10,24,0,0,1,70,88,,0,30,20,22,4,19,"whistlelit tier PL 8 - shipped row, retuned"
23058,,9,72,188,0,0,20,30,8,4,20,30,10,25,0,0,1,70,93,,0,30,20,22,4,20,"whistlelit tier PL 9 - shipped row, retuned"
23059,,10,74,195,0,0,20,32,8,4,20,30,11,25,0,0,1,70,98,,0,30,20,22,4,20,"whistlelit tier PL 10 - shipped row, retuned"
900040,23059,11,75,206,0,0,20,34,8,4,20,30,12,26,0,0,1,71,104,,0,30,21,22,4,20,whistlelit tier PL 11 (clone of 23059)
900041,23059,12,76,217,0,0,20,36,8,4,21,30,12,26,0,0,1,71,110,,0,30,21,22,4,21,whistlelit tier PL 12 (clone of 23059)
900042,23059,13,77,229,0,0,20,38,8,4,21,30,13,27,0,0,1,72,116,,0,30,22,22,4,21,whistlelit tier PL 13 (clone of 23059)
900043,23059,14,78,242,0,0,20,40,8,4,22,30,13,27,0,0,1,72,123,,0,30,22,22,4,22,whistlelit tier PL 14 (clone of 23059)
900044,23059,15,79,255,0,0,20,41,8,4,22,30,14,28,0,0,1,73,130,,0,30,23,22,4,22,whistlelit tier PL 15 (clone of 23059)
900045,23059,16,80,270,0,0,20,43,8,4,23,30,14,28,0,0,1,73,137,,0,30,23,22,4,23,whistlelit tier PL 16 (clone of 23059)
900046,23059,17,81,284,0,0,20,45,8,4,23,30,15,29,0,0,1,74,145,,0,30,24,22,4,23,whistlelit tier PL 17 (clone of 23059)
900047,23059,18,82,300,0,0,20,47,8,4,24,30,15,29,0,0,1,74,153,,0,30,24,22,4,24,whistlelit tier PL 18 (clone of 23059)
900048,23059,19,83,317,0,0,20,49,8,4,24,30,16,30,0,0,1,75,162,,0,30,25,22,4,24,whistlelit tier PL 19 (clone of 23059)
900049,23059,20,84,334,0,0,20,51,8,4,24,30,17,31,0,0,1,76,171,,0,30,26,22,4,24,whistlelit tier PL 20 (clone of 23059)
